CE,Celanese Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ce
CLS,Celestica, Inc.,Technology,Electrical Products,https://www.nasdaq.com/symbol/cls
CEL,Cellcom Israel, Ltd.,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cel
CPAC,Cementos Pacasmayo S.A.A.,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpac
CX,Cemex S.A.B. de C.V.,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cx
CVE,Cenovus Energy Inc,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cve
CNC,Centene Corporation,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnc
CEN,Center Coast Brookfield MLP & Energy Infrastructur,n/a,n/a,https://www.nasdaq.com/symbol/cen
CNP,CenterPoint Energy, Inc.,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cnp
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,https://www.nasdaq.com/symbol/ebr.b
CEPU,Central Puerto S.A.,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cepu
CCS,Century Communities, Inc.,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/ccs
CTL,CenturyLink, Inc.,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctl
CF,CF Industries Holdings, Inc.,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/cf
CGG,CGG,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cgg
GIB,CGI Group, Inc.,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/gib
ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ecom
CRL,Charles River Laboratories International, Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/crl
CLDT,Chatham Lodging Trust (REIT),Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cldt
CMCM,Cheetah Mobile Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cmcm
CHGG,Chegg, Inc.,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/chgg
CHE,Chemed Corp.,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/che
CC,Chemours Company (The),Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cc
CHMI,Cherry Hill Mortgage Investment Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chmi
CHMI^A,Cherry Hill Mortgage Investment Corporation,n/a,n/a,https://www.nasdaq.com/symbol/chmi^a
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chk
CHK^D,Chesapeake Energy Corporation,n/a,n/a,https://www.nasdaq.com/symbol/chk^d
CHKR,Chesapeake Granite Wash Trust,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chkr
CHSP,Chesapeake Lodging Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chsp
CPK,Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvx
CBI,Chicago Bridge & Iron Company N.V.,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/cbi
CHS,Chico&#39;s FAS, Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/chs
CIM,Chimera Investment Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cim
CIM^A,Chimera Investment Corporation,n/a,n/a,https://www.nasdaq.com/symbol/cim^a
CIM^B,Chimera Investment Corporation,n/a,n/a,https://www.nasdaq.com/symbol/cim^b
CO,China Cord Blood Corporation,Finance,Business Services,https://www.nasdaq.com/symbol/co
DL,China Distance Education Holdings Limited,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dl
CEA,China Eastern Airlines Corporation Ltd.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cea
CHN,China Fund, Inc. (The),n/a,n/a,https://www.nasdaq.com/symbol/chn
CGA,China Green Agriculture, Inc.,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/cga
LFC,China Life Insurance Company Limited,Finance,Life Insurance,https://www.nasdaq.com/symbol/lfc
CHL,China Mobile (Hong Kong) Ltd.,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chl
BORN,China New Borun Corporation,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/born
COE,China Online Education Group,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/coe
SNP,China Petroleum & Chemical Corporation,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/snp
XRF,China Rapid Finance Limited,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/xrf
ZNH,China Southern Airlines Company Limited,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/znh
CHA,China Telecom Corp Ltd,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chu
CYD,China Yuchai International Limited,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cyd
ZX,China Zenix Auto International Limited,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/zx
CMG,Chipotle Mexican Grill, Inc.,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cmg
CHH,Choice Hotels International, Inc.,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/chh
CBK,Christopher & Banks Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/cbk
CB,Chubb Limited,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cb
CHT,Chunghwa Telecom Co., Ltd.,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cht
CHD,Church & Dwight Company, Inc.,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/chd
CIEN,Ciena Corporation,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cien
CI,Cigna Corporation,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,n/a,n/a,https://www.nasdaq.com/symbol/cbb^b
CNK,Cinemark Holdings Inc,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cnk
CINR,Ciner Resources LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cinr
CIR,CIRCOR International, Inc.,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cir
CISN,Cision Ltd.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cisn
CIT,CIT Group Inc (DEL),Finance,Major Banks,https://www.nasdaq.com/symbol/cit
BLW,Citigroup Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/blw
C,Citigroup Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/c
C.WS.A,Citigroup Inc.,n/a,n/a,https://www.nasdaq.com/symbol/c.ws.a
C^C,Citigroup Inc.,n/a,n/a,https://www.nasdaq.com/symbol/c^c
C^J,Citigroup Inc.,n/a,n/a,https://www.nasdaq.com/symbol/c^j
C^K,Citigroup Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/c^k
C^L,Citigroup Inc.,n/a,n/a,https://www.nasdaq.com/symbol/c^l
C^N,Citigroup Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/c^n
C^S,Citigroup Inc.,n/a,n/a,https://www.nasdaq.com/symbol/c^s
CFG,Citizens Financial Group, Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/cfg
CIA,Citizens, Inc.,Finance,Life Insurance,https://www.nasdaq.com/symbol/cia
CIO,City Office REIT, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cio
CIO^A,City Office REIT, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cio^a
CVEO,Civeo Corporation,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cveo
CIVI,Civitas Solutions, Inc.,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/civi
CLH,Clean Harbors, Inc.,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/clh
CCO,Clear Channel Outdoor Holdings, Inc.,Consumer Services,Advertising,https://www.nasdaq.com/symbol/cco
CBA           ,ClearBridge American Energy MLP Fund Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cba
CEM,ClearBridge Energy MLP Fund Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cem
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,n/a,n/a,https://www.nasdaq.com/symbol/emo
CTR,ClearBridge Energy MLP Total Return Fund Inc.,n/a,n/a,https://www.nasdaq.com/symbol/ctr
CLW,Clearwater Paper Corporation,Basic Industries,Paper,https://www.nasdaq.com/symbol/clw
CLF,Cleveland-Cliffs Inc.,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/clf
CLPR,Clipper Realty Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clpr
CLX,Clorox Company (The),Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/clx
CLD,Cloud Peak Energy Inc,Energy,Coal Mining,https://www.nasdaq.com/symbol/cld
CLDR,Cloudera, Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cldr
CMS,CMS Energy Corporation,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms^b
CNA,CNA Financial Corporation,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cna
CNHI,CNH Industrial N.V.,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cnhi
CNO,CNO Financial Group, Inc.,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/cno
CEO,CNOOC Limited,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ceo
CNXM,CNX Midstream Partners LP,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/cnxm
CEIX,CNX Resources Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ceix
CNX,CNX Resources Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cnx
KOF,Coca Cola Femsa S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ko
CCE,Coca-Cola European Partners plc,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cce
CDE,Coeur Mining, Inc.,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cde
FOF,Cohen & Steers Closed-End Opportunity Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/fof
INB,Cohen & Steers Global Income Builder, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/inb
CNS,Cohen & Steers Inc,Finance,Investment Managers,https://www.nasdaq.com/symbol/cns
UTF,Cohen & Steers Infrastructure Fund, Inc,n/a,n/a,https://www.nasdaq.com/symbol/utf
LDP,Cohen & Steers Limited Duration Preferred and Income Fund, Inc,n/a,n/a,https://www.nasdaq.com/symbol/ldp
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc,n/a,n/a,https://www.nasdaq.com/symbol/rqi
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,n/a,n/a,https://www.nasdaq.com/symbol/rnp
PSF,Cohen & Steers Select Preferred and Income Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/psf
RFI,Cohen & Steers Total Return Realty Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/rfi
CFX,Colfax Corporation,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/cfx
CL,Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/cl
CXE,Colonial High Income Municipal Trust,n/a,n/a,https://www.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,n/a,n/a,https://www.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,n/a,n/a,https://www.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,n/a,n/a,https://www.nasdaq.com/symbol/cmu
CLNC,Colony NorthStar Credit Real Estate, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clnc
CLNS,Colony NorthStar, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clns
CLNS^B,Colony NorthStar, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/clns^b
CLNS^D,Colony NorthStar, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/clns^d
CLNS^E,Colony NorthStar, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/clns^e
CLNS^G,Colony NorthStar, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/clns^g
CLNS^H,Colony NorthStar, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/clns^h
CLNS^I,Colony NorthStar, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/clns^i
CLNS^J,Colony NorthStar, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/clns^j
CXP,Columbia Property Trust, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxp
STK,Columbia Seligman Premium Technology Growth Fund, Inc,n/a,n/a,https://www.nasdaq.com/symbol/stk
CCZ,Comcast Corporation,Consumer Services,Television Services,https://www.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,Finance,Major Banks,https://www.nasdaq.com/symbol/cma
CMA.WS,Comerica Incorporated,n/a,n/a,https://www.nasdaq.com/symbol/cma.ws
FIX,Comfort Systems USA, Inc.,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/cmc
CBU,Community Bank System, Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/cbu
CYH,Community Health Systems, Inc.,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cig
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,https://www.nasdaq.com/symbol/cig.c
CBD,Companhia Brasileira de Distribuicao,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elp
CCU,Compania Cervecerias Unidas, S.A.,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ccu
CODI,Compass Diversified Holdings,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/codi
CODI^A,Compass Diversified Holdings,n/a,n/a,https://www.nasdaq.com/symbol/codi^a
CMP,Compass Minerals International, Inc.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cmp
CRK,Comstock Resources, Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crk
CAG,ConAgra Brands, Inc.,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/ccm
CNDT,Conduent Incorporated,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cndt
COP,ConocoPhillips,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cop
CCR,CONSOL Coal Resources LP,Energy,Coal Mining,https://www.nasdaq.com/symbol/ccr
ED,Consolidated Edison Inc,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ed
STZ,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,https://www.nasdaq.com/symbol/stz.b
CSTM,Constellium N.V.,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/cstm
TCS,Container Store (The),Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tcs
CBPX,Continental Building Products, Inc.,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cbpx
CLR,Continental Resources, Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/clr
VLRS,Controladora Vuela Compania de Aviacion, S.A.B. de C.V.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/vlrs
CVG,Convergys Corporation,Technology,EDP Services,https://www.nasdaq.com/symbol/cvg
CTB,Cooper Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cps
CPA,Copa Holdings, S.A.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/clb
CXW,CoreCivic, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxw
CLGX,CoreLogic, Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/clgx
CORR,CorEnergy Infrastructure Trust, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/corr
CORR^A,CorEnergy Infrastructure Trust, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/corr^a
COR,CoreSite Realty Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cor
GLW,Corning Incorporated,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/glw
CAAP,Corporacion America Airports SA,Transportation,Aerospace,https://www.nasdaq.com/symbol/caap
GYC,Corporate Asset Backed Corp CABCO,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gyc
CCT,Corporate Capital Trust, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cct
OFC,Corporate Office Properties Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ofc
CZZ,Cosan Limited,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cmre^d
CMRE^E,Costamare Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cmre^e
COTV,Cotiviti Holdings, Inc.,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cotv
COT,Cott Corporation,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/coty
CFC^B,Countrywide Financial Corporation,n/a,n/a,https://www.nasdaq.com/symbol/cfc^b
CUZ,Cousins Properties Incorporated,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva
CPF,CPB Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cpl
CR,Crane Company,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,n/a,https://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,n/a,https://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,n/a,n/a,https://www.nasdaq.com/symbol/cci^a
CCK,Crown Holdings, Inc.,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck
CRY,CryoLife, Inc.,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cry
CSRA,CSRA Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/csra
CSS,CSS Industries, Inc.,Consumer Services,Consumer: Greeting Cards,https://www.nasdaq.com/symbol/css
CTS,CTS Corporation,Technology,Electrical Products,https://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cub
CFR,Cullen/Frost Bankers, Inc.,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr
CFR^A,Cullen/Frost Bankers, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cfr^a
CULP,Culp, Inc.,Basic Industries,Textiles,https://www.nasdaq.com/symbol/culp
CMI,Cummins Inc.,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),n/a,n/a,https://www.nasdaq.com/symbol/srf
SRV,Cushing MLP & Infrastructure Total Return Fund,n/a,n/a,https://www.nasdaq.com/symbol/srv
SZC,Cushing Renaissance Fund (The),n/a,n/a,https://www.nasdaq.com/symbol/szc
SZC~,Cushing Renaissance Fund (The),n/a,n/a,https://www.nasdaq.com/symbol/szc~
CUBI,Customers Bancorp, Inc,Finance,Major Banks,https://www.nasdaq.com/symbol/cubi
CUBI^C,Customers Bancorp, Inc,n/a,n/a,https://www.nasdaq.com/symbol/cubi^c
CUBI^D,Customers Bancorp, Inc,n/a,n/a,https://www.nasdaq.com/symbol/cubi^d
CUBI^E,Customers Bancorp, Inc,n/a,n/a,https://www.nasdaq.com/symbol/cubi^e
CUBI^F,Customers Bancorp, Inc,n/a,n/a,https://www.nasdaq.com/symbol/cubi^f
CUBS,Customers Bancorp, Inc,Finance,Major Banks,https://www.nasdaq.com/symbol/cubs
CVI,CVR Energy Inc.,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi
UAN,CVR Partners, LP,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
CVRR,CVR Refining, LP,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs
CELP,Cypress Energy Partners, L.P.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/celp
CYS,CYS Investments, Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cys
CYS^A,CYS Investments, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cys^a
CYS^B,CYS Investments, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/cys^b
DHI,D.R. Horton, Inc.,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/dhi
DAN,Dana Incorporated,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,Technology,Semiconductors,https://www.nasdaq.com/symbol/dq
DRI,Darden Restaurants, Inc.,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar
DVA,DaVita Inc.,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp
DCT,DCT Industrial Trust Inc,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ddr
DDR^A,DDR Corp.,n/a,n/a,https://www.nasdaq.com/symbol/ddr^a
DDR^J,DDR Corp.,n/a,n/a,https://www.nasdaq.com/symbol/ddr^j
DDR^K,DDR Corp.,n/a,n/a,https://www.nasdaq.com/symbol/ddr^k
DF,Dean Foods Company,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck
DE,Deere & Company,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,n/a,n/a,https://www.nasdaq.com/symbol/dex
DDF,Delaware Investments Dividend & Income Fund, Inc.,n/a,n/a,https://www.nasdaq.com/symbol/ddf
DKL,Delek Logistics Partners, L.P.,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/dkl
DK,Delek US Holdings, Inc.,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk
DVMT,Dell Technologies Inc.,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/dvmt
DLPH,Delphi Technologies PLC,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph
DAL,Delta Air Lines, Inc.,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr
DESP,Despegar.com, Corp.,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/desp
DKT,Deutsch Bk Contingent Cap Tr V,Finance,Major Banks,https://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,Finance,Major Banks,https://www.nasdaq.com/symbol/db
